Date,USD (Average),EURO (Average),GBP (Average)
24/05/23,,,
23/05/23,,,
22/05/23,,,
21/05/23,,,
20/05/23,,,
19/05/23,,,
18/05/23,,,
17/05/23,,,
16/05/23,,,
15/05/23,,,
14/05/23,,,
13/05/23,,,
12/05/23,,,
11/05/23,,,
10/05/23,,,
09/05/23,,,
08/05/23,,,
07/05/23,,,
06/05/23,,,
05/05/23,,,
04/05/23,,,
03/05/23,,,
02/05/23,,,
01/05/23,,,
30/04/23,,,
29/04/23,,,
28/04/23,,,
27/04/23,,,
26/04/23,,,
25/04/23,,,
24/04/23,,,
23/04/23,,,
22/04/23,,,
21/04/23,,,
20/04/23,,,
19/04/23,,,
18/04/23,,,
17/04/23,,,
16/04/23,,,
15/04/23,,,
14/04/23,,,
13/04/23,,,
12/04/23,,,
11/04/23,,,
10/04/23,,,
09/04/23,,,
08/04/23,,,
07/04/23,,,
06/04/23,,,
05/04/23,,,
04/04/23,,,
03/04/23,,,
02/04/23,,,
01/04/23,,,
31/03/23,,,
30/03/23,,,
29/03/23,,,
28/03/23,,,
27/03/23,,,
26/03/23,,,
25/03/23,,,
24/03/23,,,
23/03/23,,,
22/03/23,,,
21/03/23,,,
20/03/23,,,
19/03/23,,,
18/03/23,,,
17/03/23,,,
16/03/23,,,
15/03/23,,,
14/03/23,,,
13/03/23,,,
12/03/23,,,
11/03/23,,,
10/03/23,,,
09/03/23,,,
08/03/23,,,
07/03/23,,,
06/03/23,,,
05/03/23,,,
04/03/23,,,
03/03/23,,,
02/03/23,,,
01/03/23,,,
28/02/23,,,
27/02/23,,,
26/02/23,,,
25/02/23,,,
24/02/23,1817.525,1720,1516.71
23/02/23,1826.5,1723.305,1516.54
22/02/23,1834.6,1723.33,1517.395
21/02/23,1835.025,1721.805,1517.84
20/02/23,1845,1726.09,1533.105
17/02/23,1829.225,1717.27,1527.575
16/02/23,1833.125,1715.52,1524.78
15/02/23,1833.325,1713.79,1522.57
14/02/23,1862.1,1731.475,1527.015
13/02/23,1857.275,1736.925,1537.92
10/02/23,1861.9,1740.13,1538.58
09/02/23,1880.6,1745.855,1546.51
08/02/23,1876.7,1748.52,1554.185
07/02/23,1872.25,1749.71,1561.735
06/02/23,1873.375,1741.485,1555.65
03/02/23,1892.675,1739.58,1555.5
02/02/23,1938.275,1770.95,1575.89
01/02/23,1925.75,1767.645,1562.36
31/01/23,1914.55,1766.35,1554.42
30/01/23,1925.425,1765.995,1553.24
27/01/23,1925.65,1770.345,1555.735
26/01/23,1934.45,1775.635,1562.065
25/01/23,1928.325,1771.84,1563.865
24/01/23,1928.625,1777.32,1569.505
23/01/23,1921.025,1765.7,1553.14
20/01/23,1926.825,1778.845,1558.895
19/01/23,1913.05,1768.235,1549.755
18/01/23,1916.125,1764.08,1547.93
17/01/23,1909.375,1762.345,1559.755
16/01/23,1916.05,1769.47,1568.865
13/01/23,1905.6,1759.825,1560.21
12/01/23,1882.825,1749.43,1551.54
11/01/23,1878.3,1745.98,1547.16
10/01/23,1876.925,1747.98,1543.21
09/01/23,1876.325,1753.605,1542.52
06/01/23,1843.35,1752.095,1549.585
05/01/23,1842.125,1741.98,1539.525
04/01/23,1857.425,1749.605,1539.805
03/01/23,1839.15,1742.585,1536.225
29/12/22,1809.575,1700.82,1503.845
28/12/22,1803,1692.925,1492.885
22/12/22,1807.95,1701.36,1499.675
21/12/22,1815.525,1710.5,1497.815
20/12/22,1810.125,1702.15,1489.37
19/12/22,1793.65,1689.44,1470.785
16/12/22,1786.35,1680.235,1465.775
15/12/22,1779.75,1669.215,1444.715
14/12/22,1808.125,1697.105,1459.065
13/12/22,1804.35,1703.84,1461.26
12/12/22,1788.6,1694.25,1457.35
09/12/22,1794.575,1701.53,1463.83
08/12/22,1786.3,1698.675,1464.49
07/12/22,1777.025,1691.72,1459.195
06/12/22,1773.575,1688.35,1456.02
05/12/22,1785.575,1697.54,1460.68
02/12/22,1792.75,1707.215,1464.305
01/12/22,1791.375,1708.475,1466.27
30/11/22,1756.575,1693.6,1463.925
29/11/22,1754.025,1692.72,1461.805
28/11/22,1754.725,1678.995,1453.16
25/11/22,1752.7,1685.395,1448.605
24/11/22,1755.325,1687.135,1449.11
23/11/22,1737.95,1682.24,1452.745
22/11/22,1744.975,1697.77,1470.665
21/11/22,1740.025,1697.83,1472.935
18/11/22,1758.175,1698.74,1477.21
17/11/22,1761.575,1701.765,1488.255
16/11/22,1778.1,1708.3,1495.46
15/11/22,1773.225,1703.27,1490.49
14/11/22,1763.125,1709.52,1499.015
11/11/22,1762.05,1714.92,1500.12
10/11/22,1725.2,1717.245,1498.835
09/11/22,1710.2,1703.185,1496.855
08/11/22,1674.725,1673.8,1459.275
07/11/22,1679.425,1680.6,1465.97
04/11/22,1661.6,1686.175,1474.13
03/11/22,1624.7,1664.82,1446.88
02/11/22,1653,1672.005,1439.43
01/11/22,1648.9,1665.045,1433.045
31/10/22,1638.925,1653.185,1422.505
28/10/22,1648.65,1654.42,1427.48
27/10/22,1661.525,1656.62,1434.73
26/10/22,1668.775,1664.27,1441.575
25/10/22,1651.05,1664.63,1447.175
24/10/22,1647.75,1674.27,1456.36
21/10/22,1633.9,1671.785,1464.125
20/10/22,1634.25,1670.205,1457.015
19/10/22,1636.2,1670.8,1454.25
18/10/22,1652.625,1677.245,1460.095
17/10/22,1661.375,1700.415,1468.065
14/10/22,1652.225,1699.145,1474.19
13/10/22,1662.25,1710.665,1486.825
12/10/22,1671.475,1722.54,1511.765
11/10/22,1664.425,1715.44,1505.885
10/10/22,1678.3,1730.33,1517.605
07/10/22,1703.825,1742.395,1526.6
06/10/22,1715.1,1739.11,1522.495
05/10/22,1706.325,1724.645,1505.2
04/10/22,1712,1728.85,1507.15
03/10/22,1664.6,1701.725,1483.485
30/09/22,1672.25,1707.115,1499.17
29/09/22,1650.7,1700.37,1513.335
28/09/22,1635.175,1708.225,1532.065
27/09/22,1633.45,1698.79,1515.68
26/09/22,1645.175,1700.535,1522.865
23/09/22,1652.5,1696.445,1489.08
22/09/22,1671.85,1695.925,1481.76
21/09/22,1673.1,1687.405,1475.34
20/09/22,1666.025,1666.52,1459.52
16/09/22,1664.475,1667.805,1460.905
15/09/22,1689.05,1689.555,1467.275
14/09/22,1703.85,1704.875,1473.745
13/09/22,1715.95,1699.75,1474.365
12/09/22,1726.45,1701.76,1477.755
09/09/22,1720.175,1708.38,1482.695
08/09/22,1714.8,1718.305,1493.25
07/09/22,1703.85,1720.72,1489.585
06/09/22,1707.55,1722.98,1479.15
05/09/22,1711.45,1725.23,1487.335
02/09/22,1709.7,1710.64,1480.175
01/09/22,1700.15,1702,1470.36
31/08/22,1714.15,1714.405,1475.115
30/08/22,1732.15,1726.865,1478.56
26/08/22,1751.675,1746.07,1478.235
25/08/22,1757.975,1761.925,1487.245
24/08/22,1748.825,1760.1,1483.345
23/08/22,1743,1748.82,1476.045
22/08/22,1733.025,1734.585,1469.175
19/08/22,1751.825,1740.265,1478.54
18/08/22,1765.575,1740.945,1468.34
17/08/22,1770.425,1740.065,1464.845
16/08/22,1775.5,1749.31,1472.69
15/08/22,1779.025,1745.4,1473.925
12/08/22,1790.275,1741.315,1476.62
11/08/22,1793.2,1733.21,1465.845
10/08/22,1794.275,1746.275,1475.16
09/08/22,1792.925,1751.24,1479.88
08/08/22,1779.875,1746.495,1470.7
05/08/22,1780,1745.805,1472.93
04/08/22,1780.55,1747.165,1467.09
03/08/22,1763.925,1734.815,1450.825
02/08/22,1776.325,1737.96,1454.81
01/08/22,1769.575,1725.07,1444.06
29/07/22,1756.15,1724.885,1449.52
28/07/22,1750.05,1720.57,1441.085
27/07/22,1719,1695.02,1425.135
26/07/22,1719.95,1692.085,1431.34
25/07/22,1725.425,1684.1,1430.9
22/07/22,1730.975,1697.805,1442.75
21/07/22,1695.825,1663.585,1420.93
20/07/22,1710.975,1672.39,1425.155
19/07/22,1713,1673.86,1426.07
18/07/22,1721.35,1695.7,1437.245
15/07/22,1704.35,1694.975,1439.24
14/07/22,1708.425,1708.06,1444.285
13/07/22,1726.75,1720.79,1453.665
12/07/22,1732.525,1727.855,1461.995
11/07/22,1738.7,1722.795,1457.905
08/07/22,1737.625,1715.99,1452.825
07/07/22,1745.7,1714.02,1456
06/07/22,1760.475,1725.605,1476.94
05/07/22,1788.2,1739.16,1490.415
04/07/22,1807.725,1731.075,1490.47
01/07/22,1796.55,1723.97,1492.935
30/06/22,1815.3,1742.145,1494.35
29/06/22,1814.8,1728.42,1493.765
28/06/22,1823.025,1726.67,1488.855
27/06/22,1832.175,1731.59,1491.3
24/06/22,1825.975,1729.655,1484.24
23/06/22,1836.65,1744.625,1499.7
22/06/22,1834.575,1741.73,1498.015
21/06/22,1838.375,1739.475,1494.97
20/06/22,1838.85,1746.08,1502.06
17/06/22,1845.7,1757.005,1505.065
16/06/22,1829.025,1753.22,1501.275
15/06/22,1823.45,1744.495,1509.82
14/06/22,1820.975,1743.495,1505.48
13/06/22,1843.4,1762.915,1511.3
10/06/22,1836.675,1739.395,1479.235
09/06/22,1847.05,1726.805,1473.58
08/06/22,1850.65,1726.465,1475.43
07/06/22,1848.2,1729.55,1476.99
06/06/22,1849.35,1723.5,1472.265
01/06/22,1837.3,1716.51,1463.515
31/05/22,1846.55,1723.375,1466.245
30/05/22,1856.1,1723.575,1468.545
27/05/22,1855.375,1728.84,1469.925
26/05/22,1846.7,1725.65,1468.865
25/05/22,1853.125,1737.305,1480.56
24/05/22,1862.85,1736.73,1489.63
23/05/22,1860.25,1743.985,1478.71
20/05/22,1840.25,1740.225,1474.315
19/05/22,1834.775,1742.545,1475.12
18/05/22,1814.575,1725.295,1464.09
17/05/22,1826.525,1738.035,1464.235
16/05/22,1807.65,1735.975,1477.57
13/05/22,1817.875,1750.88,1491.475
12/05/22,1843.9,1771.425,1513.11
11/05/22,1851.85,1753.61,1495.835
10/05/22,1859.8,1761.79,1508.855
09/05/22,1863.15,1771.11,1515.115
06/05/22,1883.325,1781.53,1526.81
05/05/22,1893.75,1791.105,1518.4
04/05/22,1866.175,1771.84,1492.845
03/05/22,1863.8,1770.13,1486.75
29/04/22,1913.375,1813.11,1523.715
28/04/22,1889.25,1796.58,1514.7
27/04/22,1890.975,1787.525,1504.265
26/04/22,1904,1782.335,1499.495
25/04/22,1906.85,1777.175,1497.735
22/04/22,1941.775,1797.015,1508.565
21/04/22,1944.825,1785.345,1488.765
20/04/22,1948.55,1797.245,1494.05
19/04/22,1969.975,1824.195,1513.53
14/04/22,1966.925,1813.285,1502.525
13/04/22,1976,1825.825,1519.74
12/04/22,1956.125,1799.44,1502.01
11/04/22,1954.2,1792.58,1499.455
08/04/22,1936.3,1783.24,1487.28
07/04/22,1929.4,1771.765,1476.67
06/04/22,1929.575,1768.645,1474.2
05/04/22,1936.75,1764.575,1472.895
04/04/22,1928.7,1752.515,1470.44
01/04/22,1931.375,1747.605,1472.67
31/03/22,1933.125,1740.7,1473.23
30/03/22,1925.825,1725.925,1463.435
29/03/22,1910.525,1725.3,1457.06
28/03/22,1932.025,1760.37,1474.335
25/03/22,1955.225,1775.735,1482.255
24/03/22,1955.55,1779.55,1482.6
23/03/22,1931.95,1757.975,1462.39
22/03/22,1922.3,1744.975,1453.46
21/03/22,1930.05,1746.985,1465.285
18/03/22,1934.35,1751.845,1471.17
17/03/22,1945.525,1759.135,1479.38
16/03/22,1915.975,1740.475,1464.285
15/03/22,1921.2,1748.1,1471.645
14/03/22,1957.825,1785.335,1499.99
11/03/22,1985.075,1808.205,1516.995
10/03/22,1997.125,1811.39,1519.51
09/03/22,2003.025,1819.17,1520.895
08/03/22,2023.025,1857.93,1541.04
07/03/22,1990.1,1834.11,1513.075
04/03/22,1944.55,1774.115,1466.29
03/03/22,1932.5,1743.5,1445.125
02/03/22,1927.25,1737.32,1446.3
01/03/22,1921.225,1721.9,1434.77
28/02/22,1906.575,1700.945,1422.685
25/02/22,1898.475,1694.615,1419.015
24/02/22,1952.325,1748.87,1459.805
23/02/22,1900.2,1675.03,1397.98
22/02/22,1897.55,1672.975,1398.78
21/02/22,1894.95,1669.925,1391.46
18/02/22,1890.275,1664.675,1389.07
17/02/22,1890,1662.635,1388.11
16/02/22,1858.5,1634.275,1369.805
15/02/22,1851.825,1633.585,1369.605
14/02/22,1860.975,1645.1,1375.445
11/02/22,1828.7,1605.6,1348.115
10/02/22,1833.825,1603.775,1350.61
09/02/22,1827.95,1598.54,1346.74
08/02/22,1821.8,1596.625,1345.22
07/02/22,1812.35,1585.175,1340.685
04/02/22,1809.625,1581.335,1336.13
03/02/22,1798.225,1586.055,1324.85
02/02/22,1802.825,1595.14,1330.395
01/02/22,1803.175,1601.4,1336.06
31/01/22,1792.925,1603.5,1334.655
28/01/22,1789.175,1605.52,1335.44
27/01/22,1811.125,1620.41,1350.555
26/01/22,1840.575,1631.215,1362.76
25/01/22,1841.475,1632.84,1367.66
24/01/22,1834.925,1622.715,1360.87
21/01/22,1835.925,1618.915,1353.72
20/01/22,1841.025,1622.955,1350.48
19/01/22,1822.225,1606.295,1336.785
18/01/22,1814.025,1594.35,1333.585
17/01/22,1818.95,1594.125,1331.015
14/01/22,1822.6,1592.865,1329.86
13/01/22,1821.375,1588.33,1325.505
12/01/22,1818.9,1596.81,1331.885
11/01/22,1806,1594.425,1328.945
10/01/22,1797.375,1588.88,1325.02
07/01/22,1792.4,1583.045,1322.16
06/01/22,1797.15,1587.87,1327.915
05/01/22,1822.375,1609.155,1345.46
04/01/22,1810.225,1602.685,1339.385
30/12/21,1802.55,1592.1,1335.775
29/12/21,1795.3,1586.6,1335.075
23/12/21,1805.375,1595.05,1345.91
22/12/21,1791.35,1584.81,1345.215
21/12/21,1794.8,1590.91,1355.075
20/12/21,1796.85,1592.995,1360.305
17/12/21,1807.6,1597.375,1360.4
16/12/21,1790.425,1581.3,1345.675
15/12/21,1769.025,1570.54,1336.055
14/12/21,1779.625,1573.9,1344.06
13/12/21,1786.125,1583.935,1347.9
10/12/21,1775.825,1574.175,1344.65
09/12/21,1779.775,1573.765,1348.445
08/12/21,1786.8,1581.675,1352.785
07/12/21,1780.5,1581.885,1344.19
06/12/21,1779.95,1575.435,1343.42
03/12/21,1770.525,1567.705,1335.325
02/12/21,1770.35,1562.16,1329.715
01/12/21,1788.025,1577.125,1341.29
30/11/21,1801,1584.79,1347.955
29/11/21,1790.475,1587.875,1344.1
26/11/21,1805.3,1599.86,1354.61
25/11/21,1789.4,1595.07,1343.66
24/11/21,1786.425,1593.49,1337.85
23/11/21,1793.225,1593.01,1340.975
22/11/21,1828.575,1622.475,1361.915
19/11/21,1861.25,1646.74,1385.515
18/11/21,1860.4,1641.245,1380.045
17/11/21,1861.675,1645.345,1384.335
16/11/21,1865.725,1643.7,1388.375
15/11/21,1861.85,1626.605,1386.895
12/11/21,1855.275,1620.49,1384.5
11/11/21,1858.575,1620.49,1387.52
10/11/21,1842.175,1592.3,1361.835
09/11/21,1825.85,1574.155,1344.925
08/11/21,1820.175,1573.36,1346.29
05/11/21,1797.525,1558.81,1336.905
04/11/21,1787.125,1548.095,1317.675
03/11/21,1772.65,1530.415,1299.54
02/11/21,1790.975,1545.075,1313.86
01/11/21,1790.175,1546.445,1309.6
29/10/21,1782.725,1533.12,1295.85
28/10/21,1800.85,1549.715,1308.405
27/10/21,1789.55,1542.585,1303.055
26/10/21,1793.725,1545.205,1300.185
25/10/21,1802.225,1551.085,1310.49
22/10/21,1800.275,1546.61,1304.84
21/10/21,1782.3,1530.995,1291.275
20/10/21,1778.075,1528.255,1290.525
19/10/21,1779.475,1526.79,1289.055
18/10/21,1765.15,1522.88,1285.645
15/10/21,1777.05,1531.995,1293.25
14/10/21,1797.925,1549.005,1311.135
13/10/21,1776.575,1536.735,1303.205
12/10/21,1763.425,1527.13,1297.09
11/10/21,1755.1,1517.37,1287.45
08/10/21,1765.375,1526.87,1295.955
07/10/21,1760.325,1522.77,1294.28
06/10/21,1753.975,1519.555,1293.995
05/10/21,1755.6,1514.205,1288.96
04/10/21,1753.2,1508.63,1289.565
01/10/21,1756.325,1515.355,1298.095
30/09/21,1736.875,1498.665,1290.145
29/09/21,1739.4,1492.755,1289.765
28/09/21,1736.7,1487.14,1276.9
27/09/21,1752.225,1497.715,1278.68
24/09/21,1750.975,1493.49,1278.21
23/09/21,1760.525,1500.325,1285.03
22/09/21,1774.375,1512.655,1301.595
21/09/21,1770.45,1509.31,1294.91
20/09/21,1757.45,1500.86,1285.225
17/09/21,1761.025,1496.515,1277.625
16/09/21,1764.7,1500.165,1279.3
15/09/21,1799.175,1522.01,1300.175
14/09/21,1790.7,1515.115,1290.825
13/09/21,1790.875,1518.48,1294.98
10/09/21,1797.25,1517.87,1295.73
09/09/21,1791.8,1515.59,1295.565
08/09/21,1791.975,1516.37,1302.05
07/09/21,1806.45,1522.83,1308.68
06/09/21,1822.725,1536.555,1317.56
03/09/21,1817.875,1530.285,1312.96
02/09/21,1813.85,1530.345,1314.135
01/09/21,1812.85,1532.855,1316.855
31/08/21,1814.575,1534.495,1316.835
27/08/21,1797,1526.64,1308.935
26/08/21,1785.2,1518.135,1300.43
25/08/21,1791.7,1524.56,1305.7
24/08/21,1805.7,1537.46,1316.355
23/08/21,1794.45,1530.4,1312.005
20/08/21,1781,1525.34,1307.525
19/08/21,1785.125,1526.73,1304.84
18/08/21,1785.775,1523.805,1297.725
17/08/21,1791.75,1524.415,1300.09
16/08/21,1781.05,1512.38,1286.72
13/08/21,1765.75,1501.495,1277.33
12/08/21,1751.45,1492.235,1264.545
11/08/21,1738.825,1483.475,1257.165
10/08/21,1726.45,1473.09,1246.41
09/08/21,1740.175,1480.28,1253.97
06/08/21,1781.175,1510.585,1281.27
05/08/21,1805.975,1525.685,1298.495
04/08/21,1820.775,1533.63,1306.585
03/08/21,1811.175,1525.1,1302.96
02/08/21,1809.5,1522.695,1300.485
30/07/21,1827,1536.325,1308.135
29/07/21,1824.375,1535.85,1306.525
28/07/21,1797.95,1523.135,1296.595
27/07/21,1798.75,1524.53,1302.83
26/07/21,1804.175,1528.95,1307.215
23/07/21,1801.325,1531.305,1311.005
22/07/21,1798.425,1523.445,1307.815
21/07/21,1804.025,1531.525,1321.27
20/07/21,1819.175,1544.12,1333.735
19/07/21,1809.075,1533.18,1318.455
16/07/21,1823.15,1543.845,1318.96
15/07/21,1827.875,1544.825,1320.275
14/07/21,1818.125,1540.215,1311.405
13/07/21,1810.85,1530.445,1307.98
12/07/21,1797.675,1514.625,1295.675
09/07/21,1804.7,1523.165,1306.15
08/07/21,1808.975,1527.59,1312.05
07/07/21,1804.45,1527.74,1307.325
06/07/21,1808.825,1528.275,1307.055
05/07/21,1791.15,1508.955,1293.39
02/07/21,1784.825,1508.18,1296.495
01/07/21,1777.75,1499.085,1289.135
30/06/21,1760.475,1481.53,1272.295
29/06/21,1762.525,1481.665,1273.42
28/06/21,1777.275,1489.445,1277.595
25/06/21,1784.95,1493.02,1282.485
24/06/21,1782.525,1493.22,1278.61
23/06/21,1787.25,1495.3,1278.42
22/06/21,1777.075,1493.81,1279.94
21/06/21,1778.75,1494.51,1281.24
18/06/21,1782.725,1498.805,1285.15
17/06/21,1792.725,1501.13,1284.205
16/06/21,1859.425,1533.93,1317.5
15/06/21,1864.475,1537.445,1324.335
14/06/21,1862.675,1536.895,1320.82
11/06/21,1886.5,1553.715,1333.94
10/06/21,1885.325,1548.225,1334.995
09/06/21,1892.525,1550.925,1336.22
08/06/21,1892.6,1554.11,1338.825
07/06/21,1885.225,1549.37,1332
04/06/21,1880.075,1548.03,1328.065
03/06/21,1879.35,1544.995,1328.675
02/06/21,1899.325,1557.73,1342.155
01/06/21,1903.525,1555.37,1341.985
28/05/21,1896.2,1557.07,1337.96
27/05/21,1893.25,1552.655,1338.25
26/05/21,1902.025,1554.62,1344.825
25/05/21,1884.9,1538.645,1331.4
24/05/21,1878.5,1538.115,1327.815
21/05/21,1876.775,1537.64,1322.655
20/05/21,1873.825,1535.97,1326.285
19/05/21,1874.225,1533.95,1322.545
18/05/21,1867.075,1528.665,1314.61
17/05/21,1851.075,1523.99,1312.965
14/05/21,1835.8,1513.615,1303.325
13/05/21,1818.05,1504.525,1294.27
12/05/21,1832.15,1512.435,1297.345
11/05/21,1833.125,1506.645,1296.39
10/05/21,1837.3,1510.9,1303.1
07/05/21,1828.525,1510.9,1312.6
06/05/21,1803.15,1495.795,1296.83
05/05/21,1780.15,1483.755,1281.085
04/05/21,1791.35,1491.115,1292.285
30/04/21,1768.225,1463.295,1273.12
29/04/21,1768.65,1460.285,1268.12
28/04/21,1768.175,1464.755,1273.085
27/04/21,1782.525,1476.375,1283.865
26/04/21,1776.5,1469.87,1277.745
23/04/21,1783.55,1479.01,1286.115
22/04/21,1786.7,1485.195,1288.21
21/04/21,1789.625,1489.95,1285.94
20/04/21,1771.675,1470.23,1268.175
19/04/21,1781.45,1481.19,1279.54
16/04/21,1770.45,1478.145,1284.99
15/04/21,1752.6,1462.895,1270.905
14/04/21,1739.425,1454.505,1262.125
13/04/21,1738.025,1458.02,1263.285
12/04/21,1737.2,1459.16,1263.47
09/04/21,1744.575,1467.365,1271.275
08/04/21,1749.6,1472.28,1272.655
07/04/21,1737.025,1461.445,1259.955
06/04/21,1737.85,1469.52,1255.77
01/04/21,1720.95,1464.955,1247.17
31/03/21,1688.2,1437.845,1224.535
30/03/21,1690.325,1440.995,1230.125
29/03/21,1714.95,1456.335,1241.705
26/03/21,1729.825,1467.5,1254.21
25/03/21,1733.25,1468.325,1263.37
24/03/21,1732.275,1464.465,1262.74
23/03/21,1732.725,1458.255,1257.88
22/03/21,1734.775,1455.825,1253.115
19/03/21,1736.2,1459.97,1249.63
18/03/21,1730,1450.345,1240.405
17/03/21,1733.3,1455.28,1247.455
16/03/21,1733.65,1453.93,1250.565
15/03/21,1725.775,1447.235,1241.005
12/03/21,1704.325,1429.415,1225.67
11/03/21,1730.3,1447.65,1239.675
10/03/21,1713.85,1439.89,1232.77
09/03/21,1709.875,1436.465,1230.675
08/03/21,1690.75,1423.7,1222.325
05/03/21,1696.15,1422.475,1228.355
04/03/21,1711.075,1421.135,1225.98
03/03/21,1719.225,1423.68,1231.13
02/03/21,1726.175,1434.8,1241.295
01/03/21,1740.55,1445.265,1248.58
26/02/21,1753.975,1447.025,1259.36
25/02/21,1785.875,1459.685,1261.185
24/02/21,1797.625,1480.965,1272.17
23/02/21,1804.575,1485.525,1281.79
22/02/21,1803.125,1485.77,1284.54
19/02/21,1779.975,1467.325,1270.81
18/02/21,1777.975,1473.23,1275.88
17/02/21,1784.775,1480.915,1287.8
16/02/21,1808.85,1490.92,1301.36
15/02/21,1817.375,1498.335,1306.87
12/02/21,1817.175,1501.625,1316
11/02/21,1840.9,1517.365,1331.8
